image_path,label,mean_intensity,variance,median_intensity,min_intensity,max_intensity,entropy,edge_density,contrast,smoothness,skewness,kurtosis
chest_xray_split/train\PNEUMONIA\person101_virus_187.jpeg,PNEUMONIA,137.4493178545165,3031.9741489402427,154.0,0,255,7.2883058,0.0030047340360338276,3031.9741489402427,0.9996702906286394,-142801.92180982043,2.5912541905371937
chest_xray_split/train\PNEUMONIA\person101_virus_188.jpeg,PNEUMONIA,73.5028016039602,2854.727417555555,58.0,0,255,7.344122,0.004108536918965553,2854.727417555555,0.9996498265227093,128025.63554792156,2.587670314329948
chest_xray_split/train\PNEUMONIA\person1020_bacteria_2951.jpeg,PNEUMONIA,131.68531289563222,2915.7883120425668,145.0,0,255,7.2575645,0.0011596969457192594,2915.7883120425668,0.9996571571560846,-154792.36553905046,2.9633426698841023
chest_xray_split/train\PNEUMONIA\person1020_virus_1710.jpeg,PNEUMONIA,134.33721987525053,4565.133482588136,154.0,0,255,7.1735487,0.0018887362637362637,4565.133482588136,0.9997809963278969,-263963.1889976213,2.5190516385855033
chest_xray_split/train\PNEUMONIA\person1022_bacteria_2953.jpeg,PNEUMONIA,147.9007047952424,3152.656435441235,169.0,0,255,7.4573455,0.01140846130683529,3152.656435441235,0.999682907754706,-172332.07028142962,3.014106757430875
chest_xray_split/train\PNEUMONIA\person1023_bacteria_2954.jpeg,PNEUMONIA,102.08807214912741,3727.7631544005185,102.0,0,255,7.5071898,0.0029271291010089786,3727.7631544005185,0.9997318145565722,-10775.33069933032,1.9553197290999489
chest_xray_split/train\PNEUMONIA\person1023_virus_1714.jpeg,PNEUMONIA,132.11010777417027,5178.39531675426,154.0,0,255,7.1562543,0.0038453733766233766,5178.39531675426,0.9998069272687556,-273486.4321855678,2.19521778056835
chest_xray_split/train\PNEUMONIA\person1024_virus_1716.jpeg,PNEUMONIA,118.34116486268421,4509.994442039149,135.0,0,255,7.0783606,0.0026289048227986847,4509.994442039149,0.9997783193899152,-178014.43414431778,2.0689690999897015
chest_xray_split/train\PNEUMONIA\person1026_bacteria_2957.jpeg,PNEUMONIA,104.83342283824332,2918.772920352509,100.0,0,255,7.430539,0.0061406761456628475,2918.772920352509,0.9996575076119689,-153.34460834542224,1.6685226964370186
chest_xray_split/train\PNEUMONIA\person1026_virus_1718.jpeg,PNEUMONIA,131.41515270400774,3090.6975916306073,142.0,0,255,7.428569,0.0035510220505391922,3090.6975916306073,0.9996765531005661,-138766.26648906208,2.820037166638232
chest_xray_split/train\PNEUMONIA\person1028_bacteria_2960.jpeg,PNEUMONIA,143.8145719115497,2559.4607438911194,156.0,0,255,7.2182198,0.008570906432748538,2559.4607438911194,0.9996094452912876,-124317.14883746886,3.3124572856850887
chest_xray_split/train\PNEUMONIA\person1029_bacteria_2961.jpeg,PNEUMONIA,111.97810132575758,2583.105376069833,107.0,0,255,7.4797316,0.011988694105691058,2583.105376069833,0.9996130188771478,3581.7150269940216,1.837860041006252
chest_xray_split/train\PNEUMONIA\person1029_virus_1721.jpeg,PNEUMONIA,111.85183743969066,3566.2182930398453,127.0,0,255,7.0958014,0.0006917837377607493,3566.2182930398453,0.9997196695245841,-144839.27980200548,2.246267190125061
chest_xray_split/train\PNEUMONIA\person102_bacteria_487.jpeg,PNEUMONIA,123.21986059415495,2984.1796553569093,129.0,0,255,7.4011526,0.00175592776399228,2984.1796553569093,0.9996650117864078,-84669.8777302516,2.3134481281959256
chest_xray_split/train\PNEUMONIA\person1030_virus_1722.jpeg,PNEUMONIA,119.2655165851109,3552.5043370424437,132.0,0,255,7.3902454,0.0015466875227245183,3552.5043370424437,0.999718587651751,-139081.02613284966,2.3658630641346177
chest_xray_split/train\PNEUMONIA\person1031_bacteria_2963.jpeg,PNEUMONIA,111.21476311710227,2641.0649245529235,117.0,0,255,7.3739066,0.004094802213327055,2641.0649245529235,0.9996215081655614,-53587.69823132498,2.0889188341075995
chest_xray_split/train\PNEUMONIA\person1031_bacteria_2964.jpeg,PNEUMONIA,153.64904810761513,2341.5119473383147,169.0,0,255,7.09837,0.0048706110351117195,2341.5119473383147,0.9995731078336073,-135571.9956260928,3.78090310261638
chest_xray_split/train\PNEUMONIA\person1031_virus_1723.jpeg,PNEUMONIA,148.79191959301943,4119.7165656459165,167.0,0,255,7.348688,0.0012241019831888626,4119.7165656459165,0.9997573237605476,-261670.74156774458,3.007833369953316
chest_xray_split/train\PNEUMONIA\person1033_bacteria_2966.jpeg,PNEUMONIA,118.10236988100343,2594.9539252906106,122.0,0,255,7.421793,0.005629891187821612,2594.9539252906106,0.9996147851507464,-47011.17702250689,2.1008461968842016
chest_xray_split/train\PNEUMONIA\person1034_virus_1728.jpeg,PNEUMONIA,119.50871676814565,2453.684470075344,126.0,0,255,7.3506403,0.002551731673498915,2453.684470075344,0.9995926156651941,-58406.769663557025,2.2879575915450108
chest_xray_split/train\PNEUMONIA\person1035_bacteria_2969.jpeg,PNEUMONIA,133.24703488372094,1188.9754737662247,141.0,27,191,6.9374986,0.0017627906976744186,1188.9754737662247,0.9991596465456258,-22811.48928980036,2.3047893919910454
chest_xray_split/train\PNEUMONIA\person1035_virus_1729.jpeg,PNEUMONIA,111.83446848290598,2636.4427343901093,121.0,0,255,7.5139723,0.0031593406593406594,2636.4427343901093,0.9996208448483219,-46968.290329349154,2.2551473527759565
chest_xray_split/train\PNEUMONIA\person1036_virus_1730.jpeg,PNEUMONIA,134.97492873910127,2963.1686957108845,150.0,0,255,7.254514,0.0028483400402414486,2963.1686957108845,0.9996626372846299,-165831.6195792815,3.2767329283277973
chest_xray_split/train\PNEUMONIA\person1037_bacteria_2971.jpeg,PNEUMONIA,120.40046554646165,1995.4084517508588,120.0,0,255,7.311105,0.0014635520006613756,1995.4084517508588,0.9994991004976347,-7361.407454677845,1.8792026701885551
chest_xray_split/train\PNEUMONIA\person1038_bacteria_2972.jpeg,PNEUMONIA,109.74093641401333,5188.738647155983,119.0,0,255,7.111865,0.0016405927777165235,5188.738647155983,0.9998073120694531,-51078.176901374834,1.5838818987137706
chest_xray_split/train\PNEUMONIA\person1038_virus_1733.jpeg,PNEUMONIA,115.4754447406231,4631.9920429859985,130.0,0,255,7.077531,0.003276082627545876,4631.9920429859985,0.9997841567629036,-140211.67815507928,1.9767823066678856
chest_xray_split/train\PNEUMONIA\person103_bacteria_489.jpeg,PNEUMONIA,110.39699193548387,3370.745889338644,112.0,0,255,7.4946384,0.008698924731182795,3370.745889338644,0.999703417744747,-18159.514225697185,1.7028891123172696
chest_xray_split/train\PNEUMONIA\person103_bacteria_490.jpeg,PNEUMONIA,89.73225053454503,4795.360680519228,87.0,0,255,6.869687,0.0037413392280846057,4795.360680519228,0.9997915085902398,36393.30794181729,1.6804559760155657
chest_xray_split/train\PNEUMONIA\person103_virus_190.jpeg,PNEUMONIA,134.7730882411224,3363.3348896271887,156.0,0,255,7.307918,0.003822031547241598,3363.3348896271887,0.9997027644295806,-185108.52954222288,2.686575509775852
chest_xray_split/train\PNEUMONIA\person1040_bacteria_2974.jpeg,PNEUMONIA,102.5562137131843,4438.975914131698,111.0,0,255,7.264385,0.0038660231347629978,4438.975914131698,0.9997747735529787,-63254.65340270708,1.6821279715160646
chest_xray_split/train\PNEUMONIA\person1040_virus_1735.jpeg,PNEUMONIA,129.0290994822485,4244.440689832558,149.0,0,255,7.172782,0.0029419378698224852,4244.440689832558,0.9997644531927169,-228373.7430838265,2.4453282179886466
chest_xray_split/train\PNEUMONIA\person1041_bacteria_2975.jpeg,PNEUMONIA,129.22475686813186,2910.7619967128644,141.0,0,255,7.416544,0.008925824175824175,2910.7619967128644,0.9996565653370265,-112233.00715533875,2.5277579308917133
chest_xray_split/train\PNEUMONIA\person1041_virus_1736.jpeg,PNEUMONIA,117.27061672586373,5084.240253429788,141.0,0,255,6.7489552,0.0019333225702292541,5084.240253429788,0.9998033524572756,-215478.38627175376,1.8635749574486675
chest_xray_split/train\PNEUMONIA\person1042_virus_1737.jpeg,PNEUMONIA,149.46906005186813,3647.4618472564553,166.0,0,255,7.421301,0.002811316287878788,3647.4618472564553,0.9997259118933224,-216459.15120888918,3.1394556501890367
chest_xray_split/train\PNEUMONIA\person1043_bacteria_2977.jpeg,PNEUMONIA,125.45892005052396,3613.216888678127,142.0,0,255,7.484129,0.003318140504704876,3613.216888678127,0.9997233148892828,-125844.45783260098,2.0550378235754825
chest_xray_split/train\PNEUMONIA\person1043_virus_1738.jpeg,PNEUMONIA,107.08038905352012,4734.057601222559,123.0,0,255,6.951144,0.00168597341954023,4734.057601222559,0.999788809327316,-138303.7698247777,1.726481362027146
chest_xray_split/train\PNEUMONIA\person1044_bacteria_2978.jpeg,PNEUMONIA,117.88048234729668,3774.616834831202,121.0,0,255,7.6487355,0.00677796803652968,3774.616834831202,0.9997351426154332,-52394.1617680239,2.062413819645369
chest_xray_split/train\PNEUMONIA\person1044_virus_1740.jpeg,PNEUMONIA,130.02331272730868,4346.717565358063,142.0,0,255,7.3828354,0.002741293089816572,4346.717565358063,0.9997699942590641,-191800.33809542996,2.3806620989118072
chest_xray_split/train\PNEUMONIA\person1045_bacteria_2979.jpeg,PNEUMONIA,88.65428545321637,2519.619128851891,79.0,0,255,7.434845,0.016636643692564745,2519.619128851891,0.9996032720736927,24904.967887729923,1.989332082495906
chest_xray_split/train\PNEUMONIA\person1045_virus_1741.jpeg,PNEUMONIA,138.08502518840106,3951.2252258696944,164.0,0,255,7.0997634,0.003482347640891219,3951.2252258696944,0.9997469779825667,-286276.7903668757,2.975781803033749
chest_xray_split/train\PNEUMONIA\person1046_virus_1742.jpeg,PNEUMONIA,114.83716125995973,4613.929666234523,130.0,0,255,7.151912,0.002647261623325453,4613.929666234523,0.9997833119738928,-154320.13071657027,1.9156253431108228
chest_xray_split/train\PNEUMONIA\person1048_virus_1744.jpeg,PNEUMONIA,135.20669929029305,5541.30769750733,157.0,0,255,7.1024637,0.003128577152014652,5541.30769750733,0.9998195697434031,-289444.8769016274,2.1756606342466114
chest_xray_split/train\PNEUMONIA\person1049_bacteria_2983.jpeg,PNEUMONIA,117.14549533513033,3403.2930246303226,124.0,0,255,7.482135,0.0019403992970202474,3403.2930246303226,0.9997062532535346,-80388.43141879246,2.320548745261323
chest_xray_split/train\PNEUMONIA\person104_bacteria_491.jpeg,PNEUMONIA,112.70802523369488,3187.441504116389,121.0,0,255,7.4410906,0.0029747038675610104,3187.441504116389,0.9996863671487437,-52668.041565930274,1.8055614915202347
chest_xray_split/train\PNEUMONIA\person104_bacteria_492.jpeg,PNEUMONIA,123.87726473953792,2594.673713164601,137.0,0,255,7.3592587,0.0030395188535309505,2594.673713164601,0.9996147435654458,-83672.97420330308,2.3181728515923647
chest_xray_split/train\PNEUMONIA\person104_virus_191.jpeg,PNEUMONIA,96.31765347923321,3703.091259600594,98.0,0,255,7.3540444,0.0035929769647522654,3703.091259600594,0.9997300282498688,-10605.82715530984,1.8847450532043077
chest_xray_split/train\PNEUMONIA\person1050_bacteria_2984.jpeg,PNEUMONIA,116.74113677635924,2347.8991947070795,129.0,0,255,7.235544,0.007877847787805415,2347.8991947070795,0.9995742686607184,-78553.14984870539,2.465625480302458
chest_xray_split/train\PNEUMONIA\person1051_bacteria_2985.jpeg,PNEUMONIA,148.88315211902068,1752.592935181712,162.0,0,255,6.949348,0.001311762685843568,1752.592935181712,0.9994297422281208,-79555.12973589207,3.375062638271664
chest_xray_split/train\PNEUMONIA\person1052_virus_1751.jpeg,PNEUMONIA,158.43291562967792,1340.702758914545,172.0,0,218,6.7623286,0.0023647935053127496,1340.702758914545,0.999254678435029,-78673.63155717563,6.172504531184453
chest_xray_split/train\PNEUMONIA\person1053_bacteria_2987.jpeg,PNEUMONIA,128.06985643497148,3209.11932815162,137.0,0,255,7.554616,0.020807878541044437,3209.11932815162,0.9996884851004664,-90137.18228569101,2.1456834266474383
chest_xray_split/train\PNEUMONIA\person1054_bacteria_2988.jpeg,PNEUMONIA,152.92486923640726,3087.5621567076482,174.0,0,255,7.0927596,0.005464446739516703,3087.5621567076482,0.9996762247449583,-219240.68596564236,3.6176038564109203
chest_xray_split/train\PNEUMONIA\person1055_bacteria_2989.jpeg,PNEUMONIA,132.07758458646617,3120.705137074185,149.0,0,255,7.4140053,0.010371454203691045,3120.705137074185,0.9996796622499275,-125106.22447155243,2.308020551212696
chest_xray_split/train\PNEUMONIA\person1056_bacteria_2990.jpeg,PNEUMONIA,131.34125824162794,2887.819143977022,142.0,0,255,7.214552,0.004550683047149227,2887.819143977022,0.9996538377966357,-120399.34104230924,2.4780473937228815
chest_xray_split/train\PNEUMONIA\person1056_virus_1755.jpeg,PNEUMONIA,128.58657559679725,4594.06185164931,147.0,0,255,7.082756,0.0014250208358137873,4594.06185164931,0.9997823750730056,-243120.79729813902,2.435226600069447
chest_xray_split/train\PNEUMONIA\person1057_bacteria_2991.jpeg,PNEUMONIA,104.38642778649921,3762.4653996254774,111.0,0,255,7.090782,0.0033320251177394035,3762.4653996254774,0.999734287446857,-80526.460041617,2.047611915320508
chest_xray_split/train\PNEUMONIA\person1058_virus_1757.jpeg,PNEUMONIA,136.20550065956616,4464.066107799713,156.0,0,255,7.428697,0.002126032098886066,4464.066107799713,0.9997760391501812,-219142.90465158504,2.3652165032098322
chest_xray_split/train\PNEUMONIA\person1059_bacteria_2993.jpeg,PNEUMONIA,96.10377345887483,2368.663626963129,82.0,0,255,7.3063574,0.0038407895861833105,2368.663626963129,0.9995779991773425,52330.06700052855,1.9376488452270304
chest_xray_split/train\PNEUMONIA\person105_virus_192.jpeg,PNEUMONIA,163.07232032565975,4068.2840103656686,190.0,0,255,6.9996643,0.0001249298147108366,4068.2840103656686,0.9997542565233951,-356694.1212829322,3.560816831175043
chest_xray_split/train\PNEUMONIA\person105_virus_193.jpeg,PNEUMONIA,144.87401710363824,3157.315135248174,162.0,0,253,7.2957697,0.0008597066844126018,3157.315135248174,0.9996833754843398,-194003.30015948508,3.211657846515907
chest_xray_split/train\PNEUMONIA\person1062_bacteria_2996.jpeg,PNEUMONIA,101.26937106092437,2914.0104631285953,96.0,0,255,7.5153832,0.012008928571428571,2914.0104631285953,0.999656948058112,-9322.26541319064,1.8547672018287726
chest_xray_split/train\PNEUMONIA\person1062_virus_1762.jpeg,PNEUMONIA,138.66677272518803,3135.843285624415,155.0,0,255,7.180914,0.0027876192441753807,3135.843285624415,0.9996812081736494,-201529.3310116524,3.508470383343423
chest_xray_split/train\PNEUMONIA\person1063_bacteria_2997.jpeg,PNEUMONIA,127.5341225117096,2842.839001251916,140.0,0,255,7.4482126,0.0035320084628486267,2842.839001251916,0.9996483626535961,-97681.58680402485,2.423100584034912
chest_xray_split/train\PNEUMONIA\person1065_virus_1768.jpeg,PNEUMONIA,150.99154216922514,2520.1041285812744,162.0,0,255,7.3382826,0.0019669943086883875,2520.1041285812744,0.999603348394593,-146751.98592653134,4.094736828701417
chest_xray_split/train\PNEUMONIA\person1066_bacteria_3000.jpeg,PNEUMONIA,136.88583762656674,1919.6545633550968,140.0,0,255,7.1794214,0.0018545932021945672,1919.6545633550968,0.9994793441678272,-74993.09092371468,3.7206768126623704
chest_xray_split/train\PNEUMONIA\person1066_virus_1769.jpeg,PNEUMONIA,123.56522734208117,3897.930853406763,140.0,0,255,7.2150855,0.0015790293459464959,3897.930853406763,0.9997435194319678,-180911.64141138445,2.4238541333599097
chest_xray_split/train\PNEUMONIA\person1067_virus_1770.jpeg,PNEUMONIA,120.48836040891233,2265.1463795891923,127.0,0,255,7.305407,0.0021259822167080233,2265.1463795891923,0.9995587222392133,-77000.3019997788,2.8856365042567695
chest_xray_split/train\PNEUMONIA\person1068_virus_1771.jpeg,PNEUMONIA,131.98490208583434,3473.6928148951242,145.0,0,255,7.209228,0.0026485594237695077,3473.6928148951242,0.9997122047751349,-196220.41482736336,2.981704858296192
chest_xray_split/train\PNEUMONIA\person1069_bacteria_3003.jpeg,PNEUMONIA,144.98156735816676,3175.9707052483154,163.0,0,255,7.285783,0.002703538259640622,3175.9707052483154,0.9996852347431634,-191671.74168755824,3.0291425633805362
chest_xray_split/train\PNEUMONIA\person1069_virus_1772.jpeg,PNEUMONIA,130.01695219237834,5422.7422875198645,150.0,0,255,7.1142282,0.0019477444903581267,5422.7422875198645,0.9998156254580346,-255374.82541505495,2.0396181821311705
chest_xray_split/train\PNEUMONIA\person106_virus_194.jpeg,PNEUMONIA,154.33741449196793,3326.901612329289,174.0,0,255,7.3445206,0.0016919302220575552,3326.901612329289,0.9996995103472124,-211374.37549307564,3.161138113054079
chest_xray_split/train\PNEUMONIA\person1070_virus_1773.jpeg,PNEUMONIA,112.53884505659327,4487.534482294261,133.0,0,255,7.001327,0.0024411646462147454,4487.534482294261,0.9997772101330747,-174782.28682085106,1.936254267385772
chest_xray_split/train\PNEUMONIA\person1071_bacteria_3005.jpeg,PNEUMONIA,123.45298520923521,4212.226893144803,139.0,0,255,7.3542805,0.013546176046176046,4212.226893144803,0.9997626522318019,-177627.58588424732,2.176040487033388
chest_xray_split/train\PNEUMONIA\person1072_bacteria_3006.jpeg,PNEUMONIA,141.9779251283847,3437.879915069325,160.0,0,255,7.3066006,0.0125,3437.879915069325,0.9997092076418203,-204653.58051564256,3.0367461736848336
chest_xray_split/train\PNEUMONIA\person1072_bacteria_3007.jpeg,PNEUMONIA,91.48715805385721,2791.9502880155464,84.0,0,255,7.5170803,0.006178632440208595,2791.9502880155464,0.999641955675226,27515.40548716195,1.9701759653047128
chest_xray_split/train\PNEUMONIA\person1072_virus_1775.jpeg,PNEUMONIA,92.22321939359267,4982.980500619485,109.0,0,255,6.3895226,0.0016100032690421707,4982.980500619485,0.9997993571604311,-63286.565004178,1.4493010768515602
chest_xray_split/train\PNEUMONIA\person1073_virus_1776.jpeg,PNEUMONIA,94.47443010265701,4624.219112843242,107.0,0,255,6.8001313,0.0015556593448067633,4624.219112843242,0.9997837940267039,-62493.88795918005,1.5713820522764275
chest_xray_split/train\PNEUMONIA\person1075_bacteria_3015.jpeg,PNEUMONIA,102.22164643686105,4195.308040466298,110.0,0,255,7.2887793,0.002683971362254405,4195.308040466298,0.9997616952830067,-70064.83102602942,1.7950840632220608
chest_xray_split/train\PNEUMONIA\person1076_bacteria_3016.jpeg,PNEUMONIA,114.97261740245179,3799.4843425548247,129.0,0,255,7.1182485,0.00364232380258605,3799.4843425548247,0.9997368756427167,-134982.60186569445,2.192536952296301
chest_xray_split/train\PNEUMONIA\person1077_bacteria_3017.jpeg,PNEUMONIA,140.37534589694656,1711.9885822992485,147.0,0,255,7.1635313,0.001057072996183206,1711.9885822992485,0.9994162249472452,-76655.10579180326,4.177450456430009
chest_xray_split/train\PNEUMONIA\person1077_virus_1787.jpeg,PNEUMONIA,139.5643403373356,5368.525230675478,159.0,0,255,7.1070995,0.0028703902229845627,5368.525230675478,0.9998137637953004,-305174.50881171314,2.41344706757439
chest_xray_split/train\PNEUMONIA\person1078_bacteria_3018.jpeg,PNEUMONIA,129.53896810589907,3484.507336763908,143.0,0,255,7.441467,0.007854699715707179,3484.507336763908,0.9997130977205377,-116826.22183182943,2.0767857641497196
chest_xray_split/train\PNEUMONIA\person1078_virus_1788.jpeg,PNEUMONIA,131.13498183364254,4992.778865073883,152.0,0,255,7.083258,0.0020775355596784166,4992.778865073883,0.999799750844597,-274089.1811216291,2.2967355769738345
chest_xray_split/train\PNEUMONIA\person1079_bacteria_3019.jpeg,PNEUMONIA,114.73728446283285,2435.3360161034216,123.0,0,255,7.421336,0.00701603334566075,2435.3360161034216,0.9995895475856408,-40440.76859312976,1.9397891999034915
chest_xray_split/train\PNEUMONIA\person1079_virus_1789.jpeg,PNEUMONIA,120.53563678075396,3337.735526496261,141.0,0,255,7.3241377,0.0033642688846371883,3337.735526496261,0.9997004854107,-146551.64125150908,2.2907557273036705
chest_xray_split/train\PNEUMONIA\person1080_bacteria_3020.jpeg,PNEUMONIA,162.19117318435755,2982.662700369449,182.0,0,255,6.89225,0.005237430167597765,2982.662700369449,0.9996648414715658,-260124.7614282243,4.394398690729744
chest_xray_split/train\PNEUMONIA\person1080_virus_1791.jpeg,PNEUMONIA,117.77915469829664,5616.556964135617,142.0,0,255,6.680552,0.002272944118592319,5616.556964135617,0.999821986673854,-227332.84145955677,1.812209263685016
chest_xray_split/train\PNEUMONIA\person1081_bacteria_3021.jpeg,PNEUMONIA,140.60428647094432,2006.6263141019535,145.0,0,255,7.355103,0.0056862893462469736,2006.6263141019535,0.9995018993360588,-55911.709596634595,3.036785163360326
chest_xray_split/train\PNEUMONIA\person1081_virus_1793.jpeg,PNEUMONIA,114.71721133595173,4061.2716517719637,126.0,0,255,7.3340244,0.0036323144353369763,4061.2716517719637,0.9997538323170574,-129180.68669517897,2.019186095329153
chest_xray_split/train\PNEUMONIA\person1083_bacteria_3023.jpeg,PNEUMONIA,151.26767749768732,1936.4615524844908,163.0,0,255,6.917557,0.0006227355072463768,1936.4615524844908,0.9994838607255366,-121336.61989594041,4.392073790345938
chest_xray_split/train\PNEUMONIA\person1083_virus_1795.jpeg,PNEUMONIA,133.35425397110473,3670.421548744008,151.0,0,255,7.490572,0.003801484674329502,3670.421548744008,0.9997276259381487,-170112.83519813625,2.448827035260711
chest_xray_split/train\PNEUMONIA\person1084_bacteria_3024.jpeg,PNEUMONIA,136.97165653924299,2809.0209157392096,147.0,0,255,7.402917,0.011948321920385281,2809.0209157392096,0.9996441307627288,-121792.58135729031,2.8139747967861877
chest_xray_split/train\PNEUMONIA\person1084_virus_1796.jpeg,PNEUMONIA,127.72568844751487,4344.1806469545545,142.0,0,255,7.35086,0.0025924726540011516,4344.1806469545545,0.9997698599710231,-185490.9257820032,2.3160907371072192
chest_xray_split/train\PNEUMONIA\person1085_bacteria_3025.jpeg,PNEUMONIA,117.72477344365642,2541.3278998698706,117.0,0,255,7.492803,0.00813386524822695,2541.3278998698706,0.9996066597074078,-10990.265080063327,1.8974983489576986
chest_xray_split/train\PNEUMONIA\person1085_virus_1797.jpeg,PNEUMONIA,130.74496934551703,3674.4616941747086,143.0,0,255,7.348683,0.0015366291783817556,3674.4616941747086,0.999727925337493,-171220.39971979175,2.7216146906302883
chest_xray_split/train\PNEUMONIA\person1086_bacteria_3026.jpeg,PNEUMONIA,120.22594728964147,3413.377646790464,128.0,0,255,7.3816924,0.0037843461983956563,3413.377646790464,0.9997071208567277,-113430.66293554673,2.520937062994747
chest_xray_split/train\PNEUMONIA\person1086_virus_1798.jpeg,PNEUMONIA,111.7263500019484,4103.565090397995,123.0,0,255,7.4528475,0.004674957135063518,4103.565090397995,0.9997563688288585,-107669.7326177361,1.8243505781777358
chest_xray_split/train\PNEUMONIA\person1087_bacteria_3027.jpeg,PNEUMONIA,120.12956598495965,2224.958791571535,127.0,0,255,7.3615003,0.003076852531181218,2224.958791571535,0.9995507553851462,-41434.63366981778,2.161470944833487
chest_xray_split/train\PNEUMONIA\person1087_virus_1799.jpeg,PNEUMONIA,123.22332477126143,2913.6498926207123,134.0,0,255,7.493638,0.003679503524823759,2913.6498926207123,0.999656905619254,-101650.55400501647,2.573408312310918
chest_xray_split/train\PNEUMONIA\person1088_bacteria_3028.jpeg,PNEUMONIA,141.24088349514562,2378.89834650099,152.0,0,255,7.3246555,0.007470873786407767,2378.89834650099,0.9995798139859754,-83265.21983524137,2.661085549806433
chest_xray_split/train\PNEUMONIA\person1089_bacteria_3029.jpeg,PNEUMONIA,110.80743710080249,3394.0922684796565,116.0,0,255,7.524946,0.005421153373730757,3394.0922684796565,0.9997054571949976,-44825.414861991245,1.7565821541648214
chest_xray_split/train\PNEUMONIA\person1089_virus_1808.jpeg,PNEUMONIA,117.96255939327486,4974.82682110197,134.0,0,255,7.145775,0.0028277072890559732,4974.82682110197,0.999799028375393,-167444.10108135457,1.9018248208903004
chest_xray_split/train\PNEUMONIA\person108_bacteria_504.jpeg,PNEUMONIA,141.2604840799171,4145.105204095469,167.0,0,255,7.32415,0.0084494472593275,4145.105204095469,0.9997588097863479,-219764.65758727476,2.2495596311457837
chest_xray_split/train\PNEUMONIA\person108_virus_199.jpeg,PNEUMONIA,173.30256545447637,588.7409235797521,177.0,0,255,6.224855,0.00017040488676090592,588.7409235797521,0.9983043401602013,-18530.60906385626,5.471558630405058
chest_xray_split/train\PNEUMONIA\person108_virus_200.jpeg,PNEUMONIA,103.46531753118525,1410.9415987546804,96.0,0,255,7.108851,0.00025223368439226517,1410.9415987546804,0.9992917554090892,24295.713820344667,2.5333230149398767
chest_xray_split/train\PNEUMONIA\person108_virus_201.jpeg,PNEUMONIA,139.07606057103226,1453.6063423614912,144.0,0,255,7.011796,0.00024954966670519784,1453.6063423614912,0.9993125287778022,-28442.729166959398,2.5375189527488295
chest_xray_split/train\PNEUMONIA\person1090_virus_1809.jpeg,PNEUMONIA,124.66129014943319,4213.674225418132,141.0,0,255,7.207038,0.0020490703366540706,4213.674225418132,0.9997627337377657,-196114.43665250804,2.3331718797879875
chest_xray_split/train\PNEUMONIA\person1091_virus_1810.jpeg,PNEUMONIA,111.105474753458,3859.6052441049437,126.0,0,255,7.295271,0.0029797163165983607,3859.6052441049437,0.9997409732576189,-127553.51740635502,1.9840091408337106
chest_xray_split/train\PNEUMONIA\person1092_virus_1811.jpeg,PNEUMONIA,140.25598958333333,4411.922203554132,156.0,0,255,7.3744473,0.0022805719921104536,4411.922203554132,0.9997733927873927,-233392.80148413233,2.601195630300632
chest_xray_split/train\PNEUMONIA\person1096_bacteria_3037.jpeg,PNEUMONIA,118.7701768207283,2798.9988762029784,125.0,0,255,7.396982,0.002467393207282913,2798.9988762029784,0.9996428569995156,-58112.85768074732,2.064218977997312
chest_xray_split/train\PNEUMONIA\person1097_bacteria_3038.jpeg,PNEUMONIA,112.21334202063369,2754.7674370837253,117.0,0,255,7.415083,0.007765960890960891,2754.7674370837253,0.9996371246765807,-59834.00890412717,2.123871621856166
chest_xray_split/train\PNEUMONIA\person1097_virus_1817.jpeg,PNEUMONIA,130.964641563147,4879.806226304162,145.0,0,255,7.2935123,0.002294069801833777,4879.806226304162,0.9997951158161923,-211812.06626147157,2.226363435412455
chest_xray_split/train\PNEUMONIA\person1098_virus_1818.jpeg,PNEUMONIA,104.64957786885246,3589.20575351033,120.0,0,255,7.0661225,0.003227459016393443,3589.20575351033,0.9997214644316632,-121190.16475399453,2.0617507916703124
chest_xray_split/train\PNEUMONIA\person109_bacteria_512.jpeg,PNEUMONIA,149.10896114492022,4360.700195680099,172.0,0,255,7.2444525,0.008254438103045974,4360.700195680099,0.9997707316057646,-305607.5816168201,2.850410131807141
chest_xray_split/train\PNEUMONIA\person109_bacteria_517.jpeg,PNEUMONIA,102.1723775660738,2780.5929861180825,96.0,0,255,7.5054674,0.005802235704787234,2780.5929861180825,0.9996404937728163,12489.505617360208,1.8853972827297607
chest_xray_split/train\PNEUMONIA\person109_bacteria_522.jpeg,PNEUMONIA,95.13407833515797,3895.1786257721737,93.0,0,255,7.1865625,0.014080583359399436,3895.1786257721737,0.9997433382562634,-12156.832250754629,1.7910510669165571
chest_xray_split/train\PNEUMONIA\person109_bacteria_527.jpeg,PNEUMONIA,134.62341957567534,2846.5923212656726,150.0,0,255,7.381903,0.00521540027137042,2846.5923212656726,0.9996488261354928,-114891.62329637034,2.47163047578008
chest_xray_split/train\PNEUMONIA\person109_virus_203.jpeg,PNEUMONIA,102.08081169723195,3779.6404532940305,114.0,0,255,6.957986,0.0024443643107356274,3779.6404532940305,0.9997354945511603,-89870.5309626599,2.0102090058589934
chest_xray_split/train\PNEUMONIA\person1100_bacteria_3041.jpeg,PNEUMONIA,113.20276008492569,4366.011853722007,129.0,0,255,7.0587845,0.0023143811664793307,4366.011853722007,0.9997710104681425,-151117.53828020103,2.005052524333264
